年度,學號,
106,04152321,"C,E,I"
106,04152322,"C,R,S"
106,04152323,"C,E"
106,04152324,"C,E,I,S"
106,04152326,"S,C,E"
106,04152327,"A,R,I"
106,04152328,"C,S,I"
106,04152329,"C,R,A"
106,04152330,"I,E"
106,04152331,"E,S"
106,04152332,"A,C,R"
106,04152333,"C,I,S"
106,04152334,"C,I,R,S"
106,04152336,"A,C,S"
106,04152338,"C,I,R"
106,04152339,"C,S,R"
106,04152340,"I,R,C"
106,04152342,"C,S,R"
106,04152343,"C,S,E"
106,04152344,"S,A,E,I"
106,04152345,"C,E,S"
106,04152346,"A,R,C,I"
106,04152347,"C,R,S"
106,04152348,"C,R,A"
106,04152349,"C,S"
106,04152350,"A,C"
106,04152351,"A,E,C"
106,04152352,"I,R,S"
106,04152353,"C,S"
106,04152354,"I,A,E,S"
106,04152355,"C,E"
106,04152356,"C,I,S"
106,04152357,"R,A,I"
106,04152381,"I,C,R"
106,04152382,"C,E,R"
106,04152383,"C,S,R"
106,04152384,"C,E"
106,04152385,"C,I,S"
106,04152386,"E,C,S"
106,04152387,"I,C,R"
106,04152389,"A,E"
106,04152401,"C,I,R,S"
106,04152402,"E,A,C"
106,04152403,"C,E,A"
106,04152404,"I,A"
106,04152405,"C,R,I"
106,04152406,"C,S"
106,04152407,"C,R,I"
106,04152408,"S,C,R"
106,04152409,"A,C"
106,04152412,"E,S,I"
106,04152413,"C,E"
106,04152415,"A,R,S"
106,04152416,R
106,04152419,"C,E"
106,04152421,"C,I,R"
106,04152422,"C,I,R"
106,04152424,"A,R,I"
106,04152426,"C,E,R"
106,04152428,"C,I,E"
106,04152429,"C,S,R"
106,04152430,"I,A"
106,04152431,"E,C,R"
106,04152432,"C,S,I"
106,04152433,"C,R"
106,04152434,"R,A,E,I"
106,04152435,"S,C,I"
106,04152436,"S,E"
106,04152437,"C,R,I"
106,04152438,"C,E"
106,04152441,"C,R,E"
106,04152442,"A,C,E"
106,04152443,"C,R,E,I"
106,04152445,"A,E,S"
106,04152446,"A,E,I"
106,04152447,"A,C,I"
106,04152448,"C,I,R"
106,04152449,"C,I,E"
106,04152450,"R,C,I"
106,04152451,"E,S"
106,04152452,"S,E,C"
106,04152453,"C,S,E"
106,04152454,"E,C"
106,04152455,"C,E,A"
106,04152456,"A,C,I,R"
106,04152457,"I,C,E,S"
106,04152471,"C,E,I,R"
106,04152472,"C,R,I"
106,04152501,"S,A,I"
106,04152502,"A,R,I,S"
106,04152601,"C,E"
106,04152602,"A,E,S"
106,04152701,"C,R,S"
106,04152801,"E,A,R,S"
106,04153107,"C,E"
106,04153108,"S,A,I,R"
106,04153110,"E,A,C"
106,04153111,"A,C,E"
106,04153112,"A,C,S"
106,04153113,"C,A,E"
106,04153114,"C,I"
106,04153118,"E,S,C"
106,04153119,"C,A,S"
106,04153120,"I,E,C"
106,04153121,"S,A,C,E"
106,04153122,"A,C,E"
106,04153123,"E,C"
106,04153126,"A,E,S"
106,04153129,"C,S,A"
106,04153130,"C,S"
106,04153131,"E,C"
106,04153133,"A,C"
106,04153136,"C,E,S"
106,04153137,"E,S,C"
106,04153138,"E,C,R,S"
106,04153139,"A,C,E,S"
106,04153140,"C,S,R"
106,04153141,"A,C,E"
106,04153142,"C,S,E,R"
106,04153143,"C,E,S"
106,04153144,"E,A,C"
106,04153145,"R,E,S"
106,04153146,"C,R,I"
106,04153150,"C,E"
106,04153153,"R,E,S"
106,04153155,"E,A,C,S"
106,04153156,"A,S"
106,04153158,"C,A,R"
106,04153159,"I,R,C"
106,04153171,"S,C,R"
106,04153173,"E,C,S"
106,04153176,"S,C,I"
106,04153181,"C,E,R"
106,04153182,"C,E,S"
106,04153206,"C,E,S"
106,04153207,"S,A,E"
106,04153209,"A,E,I"
106,04153210,"C,E"
106,04153211,"C,E,I,R"
106,04153213,"S,R,C"
106,04153216,"A,E,R"
106,04153217,"C,A,I,S"
106,04153218,"C,E,R"
106,04153219,"A,C,I,S"
106,04153220,"E,A,I"
106,04153222,"A,E,R"
106,04153223,"A,E,R"
106,04153224,"C,E"
106,04153225,"E,C"
106,04153227,"E,R"
106,04153230,"R,E,I"
106,04153232,"C,R,I"
106,04153237,"C,S"
106,04153240,"C,E,S"
106,04153241,"C,E,S"
106,04153242,"E,A,S"
106,04153243,"C,E"
106,04153244,"C,S,E"
106,04153246,"E,I"
106,04153249,"S,A,I,R"
106,04153253,"A,C,S"
106,04153255,"C,S,E"
106,04153274,"C,E"
106,04153275,"A,I"
106,04153276,"S,R"
106,04153281,"C,S,E"
106,04153302,"C,A,R"
106,04153303,"C,E,R"
106,04153304,"A,E"
106,04153305,"C,E,I"
106,04153306,"E,A,S"
106,04153308,"C,E,I"
106,04153309,"C,I,R,S"
106,04153310,"S,A,C"
106,04153311,"E,S,C"
106,04153313,"A,E,I"
106,04153314,"A,I,R"
106,04153315,"C,R,I"
106,04153316,"E,R,S"
106,04153318,"I,R,E"
106,04153319,"C,I,R"
106,04153320,"E,A"
106,04153322,"E,C,R"
106,04153323,"C,E,S"
106,04153324,"C,E,I"
106,04153325,"C,A,E"
106,04153326,"C,E"
106,04153327,"C,A"
106,04153329,"C,I,A"
106,04153330,"I,C"
106,04153331,"S,C,I"
106,04153334,"E,R"
106,04153336,"C,E,S"
106,04153337,"C,E,R"
106,04153338,"E,C,S"
106,04153340,"E,A,C"
106,04153341,"A,E,C,I"
106,04153342,E
106,04153343,"E,A,C,S"
106,04153344,"A,R,S"
106,04153345,"A,S,E"
106,04153346,"C,E,S"
106,04153347,"E,C"
106,04153348,"C,I,R"
106,04153349,"C,E,S"
106,04153351,"R,A,I"
106,04153352,"C,S,R"
106,04153353,"C,E"
106,04153354,"I,C,R"
106,04153357,"A,E,S"
106,04153358,"E,C"
106,04153371,"S,C"
106,04153372,"C,R,I"
106,04153374,"I,S"
106,04153376,"A,S,E"
106,04153411,"S,C"
106,04153414,"E,C,S"
106,04153416,"E,C,I"
106,04153418,"C,E"
106,04153419,"I,C,S"
106,04153420,"I,C,R"
106,04153422,"C,S,E"
106,04153424,"C,A,R"
106,04153427,"E,S,C"
106,04153429,"C,S,I"
106,04153433,"C,E,R"
106,04153438,"A,I,S"
106,04153443,"R,I,S"
106,04153448,"C,E,I"
106,04153452,"E,C,R"
106,04153453,"I,S,A"
106,04153456,"E,R,C,S"
106,04153458,"C,A,R,S"
106,04153472,"I,R,C"
106,04153473,"I,R,C"
106,04153475,"E,I"
106,04153481,"C,R"
106,04153482,"R,I,E"
106,04153483,"R,I,A"
106,04153484,"S,I,E"
106,04153485,"C,A,E"
106,04153681,C
106,04153701,"A,R,C"
106,04154109,"C,R,S"
106,04154112,"C,A"
106,04154114,"C,E,I"
106,04154118,"C,A"
106,04154122,"C,E,S"
106,04154125,"C,R,I"
106,04154128,"A,I,S"
106,04154129,"A,C"
106,04154136,"E,S,C"
106,04154143,"E,C,S"
106,04154144,"A,C"
106,04154146,"C,A,R"
106,04154150,"C,E,I"
106,04154153,"E,C"
106,04154154,"E,C"
106,04154157,"I,E,S"
106,04154159,"C,E"
106,04154176,"A,I"
106,04154187,"C,E"
106,04154217,"C,E"
106,04154227,"A,E"
106,04154235,"I,C,R"
106,04154236,"A,I,R"
106,04154240,"A,E,I,S"
106,04154241,"I,C,S"
106,04154243,"C,E"
106,04154244,"C,E,I"
106,04154245,"I,C,R"
106,04154247,"C,A,E"
106,04154249,"C,E,S"
106,04154252,"S,E,C"
106,04154253,"C,A,E"
106,04154273,"R,C,I"
106,04154285,C
106,04154286,"C,S,R"
106,04155101,"I,A,R"
106,04155102,"A,C,I"
106,04155103,"A,E,R"
106,04155104,"E,R,C"
106,04155115,"C,I,R"
106,04155116,"C,I"
106,04155117,"C,E"
106,04155118,"C,E,R,S"
106,04155119,"R,C"
106,04155121,"R,C"
106,04155125,"C,R,I"
106,04155126,"A,E,I"
106,04155128,"C,E,S"
106,04155131,"A,C,I,R"
106,04155136,"E,A"
106,04155146,"E,C,R"
106,04155153,"A,R,E"
106,04155154,"C,I"
106,04155155,"C,E,R,S"
106,04155156,"A,C,S"
106,04155157,"C,S,E"
106,04155158,"I,C,S"
106,04155172,"R,A"
106,04155203,"I,E"
106,04155204,"C,R,E"
106,04155209,"E,I,R"
106,04155212,"E,A,R"
106,04155213,"E,S,A"
106,04155223,"C,I,R"
106,04155225,"E,C,S"
106,04155228,"E,C,I"
106,04155229,"C,I"
106,04155230,"C,E,I"
106,04155231,"C,A"
106,04155233,"C,E,R"
106,04155236,"C,R,I"
106,04155239,"A,C,I"
106,04155240,"C,I,R,S"
106,04155241,"C,E,I,R"
106,04155243,"C,I,R"
106,04155244,"E,S,R"
106,04155245,"R,S,C"
106,04155247,"C,I,R"
106,04155249,"E,C,R"
106,04155251,"A,E,S"
106,04155252,"I,R"
106,04155253,"I,C"
106,04155254,"S,R"
106,04155255,"A,S,C,R"
106,04155256,"C,S"
106,04155257,"C,I,R"
106,04155271,"R,E"
106,04155285,"A,S,E"
106,04155290,"E,I,S"
106,04155291,"C,I,E"
106,04155293,"I,C"
106,04155301,"C,R"
106,04155303,"E,C,S"
106,04155304,"C,A,R"
106,04155305,"C,E"
106,04155306,"R,I"
106,04155310,"C,E,R,S"
106,04155312,"C,R,I"
106,04155313,"E,C,A"
106,04155317,"C,E,S"
106,04155318,"C,I,S"
106,04155319,"E,S,C"
106,04155320,"I,R,S"
106,04155321,"E,C,I"
106,04155322,"R,I,S"
106,04155323,"E,S,A"
106,04155324,"C,R,I,S"
106,04155325,"C,A,E"
106,04155326,"S,C,E,I"
106,04155328,"C,I,R"
106,04155329,"C,A,S"
106,04155330,"I,C,R"
106,04155333,"S,A,R"
106,04155334,"C,R,I"
106,04155335,"E,C,R"
106,04155336,C
106,04155338,"C,E,S"
106,04155339,"C,S"
106,04155340,"C,R"
106,04155342,"I,R,A"
106,04155344,"C,E,S"
106,04155345,"A,S,I"
106,04155346,"R,I"
106,04155347,"S,C,E"
106,04155351,"A,I,C,R"
106,04155352,"C,E,I,S"
106,04155354,"E,C,R"
106,04155355,"C,I,S"
106,04155356,"C,R,I"
106,04155383,"C,I,E"
106,04155501,"C,A,R"
106,04155502,"E,A,R"
106,04155601,"A,E,C,I"
106,04155702,"I,C"
106,04156101,"I,R,C"
106,04156102,A
106,04156106,"A,E,R"
106,04156108,"A,C,I,R"
106,04156109,"A,C,R"
106,04156111,"C,E,I"
106,04156112,"C,I,S"
106,04156114,"A,E,C,R"
106,04156115,"E,A,I,S"
106,04156119,"S,C"
106,04156121,"I,R,A,S"
106,04156123,"A,C,E"
106,04156124,"A,R,S"
106,04156126,"I,C,S"
106,04156128,"A,R,S"
106,04156129,"A,R,C"
106,04156130,"C,E,S"
106,04156132,"C,E,I,R"
106,04156133,"R,E"
106,04156134,"E,C,S"
106,04156136,"I,R"
106,04156137,"A,S,E,I"
106,04156138,"R,C,I"
106,04156139,"C,I,R"
106,04156140,"C,R"
106,04156141,"C,A,E"
106,04156142,"R,C,E"
106,04156143,"C,I,R"
106,04156144,"C,R"
106,04156146,"I,S"
106,04156147,"E,R,I"
106,04156148,"R,A,C"
106,04156149,"C,R,I"
106,04156150,"R,C,E,S"
106,04156151,"R,C,I"
106,04156158,"A,I,R"
106,04156160,"A,C,R"
106,04156172,"R,I,S"
106,04156183,"C,I"
106,04156187,"A,C,I,R"
106,04156188,"S,I"
106,04156201,"C,I,S"
106,04156203,"R,C,I"
106,04156205,"A,E,S"
106,04156206,"C,R,S"
106,04156210,"C,E,S"
106,04156211,"R,E,I"
106,04156213,"E,C,I"
106,04156214,"C,S,E"
106,04156215,"C,E,A"
106,04156217,"R,C"
106,04156220,"E,R,I,S"
106,04156222,"I,R"
106,04156223,"C,I,R,S"
106,04156224,"R,I,C"
106,04156226,"A,C,S"
106,04156227,"A,C,R,S"
106,04156229,"A,E,S"
106,04156230,"E,S"
106,04156231,"R,C"
106,04156233,"C,E,I,R"
106,04156234,"C,R,I,S"
106,04156235,"I,C,R"
106,04156236,"E,S"
106,04156238,"C,A,E"
106,04156239,"R,C,I"
106,04156241,"C,R,S"
106,04156242,"R,A"
106,04156243,"I,C,E,R"
106,04156244,"C,I,R"
106,04156245,"I,C,S"
106,04156246,"C,R,E"
106,04156247,"E,S"
106,04156248,"S,E,I"
106,04156251,"R,A,C,I"
106,04156254,"E,C,R"
106,04156255,"I,C,R"
106,04156257,"I,R,A"
106,04156258,"S,A"
106,04156501,"I,R"
106,04156601,"C,I,R"
106,04156602,"A,E,I"
106,04170102,"R,I,C"
106,04170103,"C,R,I"
106,04170104,"I,A,C"
106,04170105,"C,E,I"
106,04170106,"A,C,R"
106,04170108,"A,S,E"
106,04170111,"A,I,C,S"
106,04170114,"C,I,R"
106,04170116,"C,R,A"
106,04170117,"C,A,E"
106,04170118,"A,I,C"
106,04170121,"I,S,R"
106,04170125,"C,S,E,I"
106,04170127,"S,I,R"
106,04170129,"E,I,C"
106,04170130,"I,C"
106,04170134,"S,R,E"
106,04170136,"E,C,R"
106,04170137,"I,A,R"
106,04170138,"I,E,R"
106,04170139,"R,C,I"
106,04170141,"C,I,R"
106,04170142,"R,C,S"
106,04170143,"C,A,I"
106,04170144,"E,S,C"
106,04170146,"E,I"
106,04170205,"R,C"
106,04170208,"E,C,A"
106,04170209,"S,C,R"
106,04170210,"S,C,I,R"
106,04170211,"I,R,S"
106,04170212,"C,E,A,S"
106,04170214,"A,C,I"
106,04170215,"S,A,C"
106,04170217,"I,R,C"
106,04170221,"I,A,S"
106,04170222,"C,I,A"
106,04170225,"A,E,R"
106,04170226,"R,E"
106,04170228,"S,I"
106,04170231,"A,C,I"
106,04170232,"S,C,E"
106,04170233,"A,I,S"
106,04170234,"C,E,I"
106,04170235,"E,A,R"
106,04170236,"R,S"
106,04170237,"A,E,R"
106,04170238,"E,A,I,R"
106,04170241,"S,A,C"
106,04170242,"S,I,C"
106,04170243,"I,E"
106,04170245,"C,E,I"
106,04611002,"A,C,E,I"
106,04611003,"A,S"
106,04611005,"A,I,S"
106,04611012,"C,A,I"
106,04611014,"C,R,E"
106,04611016,"A,C"
106,04611019,"A,S"
106,04611022,"E,S,A"
106,04611024,"I,E,S"
106,04611026,"S,E"
106,04611028,"A,I"
106,04611030,"R,C,S"
106,04611031,"E,C,S"
106,04611035,"C,S,A,I"
106,04611039,"A,S,R"
106,04611043,"C,S"
106,04611044,"A,S,E"
106,04611046,"E,S,C"
106,04611051,"S,A,E"
106,04611052,"R,A"
106,04611054,"A,E,S"
106,04611063,"A,C"
106,04611066,"E,S"
106,04611067,"E,R,A,I"
106,04611070,"S,C,E"
106,05111153,"A,C,S"
106,05111383,"S,C,A"
106,05113005,"S,E,A"
106,05113027,"S,A"
106,05113032,"S,E,A"
106,05114128,"I,C,R"
106,05114272,"I,E,S"
106,05115284,"S,C,I"
106,05116104,"C,E,A"
106,05116108,"C,I,S"
106,05116109,"S,E,I"
106,05116110,"S,C,I"
106,05116114,"E,S"
106,05116115,"A,S,I"
106,05116117,"S,C"
106,05116120,"C,S"
106,05116122,"A,I,R,S"
106,05116123,"A,E"
106,05116124,"S,A,E"
106,05116128,"C,S"
106,05116129,"E,R"
106,05116131,"S,C,R"
106,05116132,"S,I,C"
106,05116135,"S,A"
106,05116137,"S,C,R"
106,05116139,"S,A,E"
106,05116140,"C,S,I"
106,05116141,"S,R"
106,05116143,"S,A,E,I"
106,05116144,"S,I"
106,05116145,"E,S,I"
106,05116146,"S,C,R"
106,05116147,"S,A,R"
106,05116149,"A,S,I"
106,05116150,"S,C,E"
106,05116151,"S,A,C"
106,05116152,"A,S,C"
106,05116154,"S,C"
106,05116155,"S,I"
106,05116158,"A,S"
106,05116160,"C,I,E"
106,05116162,"C,E,R,S"
106,05116163,"S,A"
106,05116164,"C,E,S"
106,05116179,"S,C"
106,05116181,"S,A,E"
106,05116186,"S,A,E"
106,05116189,"I,E,R"
106,05116201,"S,A,E"
106,05116204,"E,S,C"
106,05116205,"C,S,I"
106,05116209,"S,C,E"
106,05116211,"A,S"
106,05116212,"A,S,E"
106,05116213,"R,I,S"
106,05116217,"E,A,S"
106,05116220,"S,E"
106,05116221,"E,S,A"
106,05116223,"S,C,A"
106,05116227,"S,A"
106,05116228,"E,S,R"
106,05116233,"A,S"
106,05116237,"S,C,E"
106,05116243,"A,S,I,R"
106,05116244,"I,R"
106,05116246,"S,C,A"
106,05116247,"A,S"
106,05116248,"E,C"
106,05116249,"S,C,E,I"
106,05116250,"S,A,E"
106,05116251,"S,E"
106,05116252,"S,A,E"
106,05116253,"S,A,C"
106,05116254,"S,R,A"
106,05116255,"A,I,E"
106,05116256,"S,I,R"
106,05116258,"A,S"
106,05116259,"C,I"
106,05116260,"S,A"
106,05116261,"S,E,R"
106,05116262,"A,S"
106,05116263,"C,I,R,S"
106,05116272,"A,I,S"
106,05116274,"S,A,C"
106,05116275,"I,R,S"
106,05116276,"A,C,I"
106,05116282,"S,C,I"
106,05117041,"A,S,C"
106,05117042,"R,A,C,S"
106,05117081,"A,I,E"
106,05121258,"S,A,E"
106,05121330,"E,R,S"
106,05122181,"S,C,I"
106,05123001,"S,R"
106,05123003,"E,R,S"
106,05123005,"A,E,S"
106,05123008,"E,A,S"
106,05123009,"C,E,S"
106,05123010,"A,E,S"
106,05123011,"S,E,R"
106,05123013,"C,S"
106,05123018,"A,E,S"
106,05123019,"S,E,I"
106,05123021,"A,E,C"
106,05123023,"A,E,I"
106,05123024,"A,C,R"
106,05123025,C
106,05123027,"A,E,S"
106,05123031,"E,S,I"
106,05123034,"I,R,A"
106,05123038,"C,E,I,R"
106,05123042,"C,S,E"
106,05123044,"A,C,E"
106,05123045,"S,A"
106,05123046,"S,A,E"
106,05123047,"C,A,S"
106,05123051,"E,C,S"
106,05123053,"C,S,I"
106,05123055,"C,E,R"
106,05123056,"A,E"
106,05123057,"A,E,S"
106,05123058,"E,S"
106,05123059,"A,S,E"
106,05123060,"A,S"
106,05123073,"A,E"
106,05123081,"I,A,E"
106,05123903,"R,C,I,S"
106,05131015,"I,R"
106,05131053,"C,R,S"
106,05131057,"C,R"
106,05132036,"C,E,S"
106,05132038,"I,C,R"
106,05132046,"A,C"
106,05133002,"I,R,S"
106,05133003,"I,E,R"
106,05133004,"I,R,S"
106,05133006,"I,E,C"
106,05133007,"C,I,E,S"
106,05133008,"C,R,S"
106,05133010,"C,I,R"
106,05133011,"I,R,C"
106,05133012,"S,C,I"
106,05133014,"I,S,C"
106,05133016,"I,S,R"
106,05133017,"C,E,I"
106,05133018,"I,S,A"
106,05133019,"A,I,S"
106,05133020,"S,A,I"
106,05133021,"S,C,I"
106,05133022,"I,S,C,E"
106,05133024,"R,I"
106,05133025,"I,C"
106,05133026,"A,E,I,S"
106,05133027,"R,I,A"
106,05133028,"S,A"
106,05133029,"I,E,S"
106,05133030,"C,A,R"
106,05133031,"I,A,S"
106,05133033,"I,R"
106,05133036,"A,R"
106,05133037,"I,C,R"
106,05133038,"C,I,S"
106,05133039,"E,I,R"
106,05133040,"I,R"
106,05133041,"C,R"
106,05133042,"I,R,C"
106,05133045,"I,C,E,S"
106,05133046,"C,R,I"
106,05133047,"S,I"
106,05133048,"E,R,S"
106,05133049,"E,C,R"
106,05133050,"I,C,S"
106,05133051,"I,R,E"
106,05133052,"I,R,A"
106,05133053,"I,C"
106,05133054,"C,R,E"
106,05133055,"A,C,E"
106,05133056,"I,R,C"
106,05133058,"S,A,E,I"
106,05133081,"I,R"
106,05133901,"I,C,E,R"
106,05134001,"E,A,R"
106,05134002,"C,S"
106,05134003,"I,R,S"
106,05134004,"I,R"
106,05134005,"I,C,R"
106,05134006,"C,A,R"
106,05134008,"A,R,I"
106,05134009,"I,S,A"
106,05134010,"I,S,A,C"
106,05134011,"I,R,S"
106,05134013,"I,C,R"
106,05134015,"I,A,R,S"
106,05134017,"I,A,R"
106,05134020,"C,R"
106,05134021,"I,C,R,S"
106,05134022,"S,C,R"
106,05134023,"A,S,I"
106,05134024,"C,I"
106,05134025,"S,I"
106,05134026,"I,A,C,E"
106,05134027,"I,R,A"
106,05134028,"I,R,C"
106,05134031,"S,I,R"
106,05134032,"I,R,A"
106,05134033,"S,A,I,R"
106,05134034,"C,E,I"
106,05134035,"I,S,A"
106,05134036,"I,R"
106,05134038,"A,I,R"
106,05134040,"I,A,R"
106,05134041,"I,C,E"
106,05134043,"C,E,I"
106,05134044,"I,R"
106,05134045,I
106,05134046,"I,R"
106,05134047,"I,R,S"
106,05134049,"I,R,S"
106,05134051,"I,C,S"
106,05134052,"A,C,I"
106,05134053,"C,I"
106,05134054,"C,I,S"
106,05134057,"I,C,R"
106,05134058,"I,A,R"
106,05134072,"A,I,C,S"
106,05134076,"I,C,R"
106,05134081,"I,S,R"
106,05134083,"I,S,A"
106,05134084,"C,S,A,R"
106,05134901,"I,R,A"
106,05135038,"A,I,C,R"
106,05135054,"C,A,I"
106,05141182,"C,I,R"
106,05141245,"C,A,I,S"
106,05141354,"A,S,I"
106,05151155,"E,C,S"
106,05151358,"I,R,C,E"
106,05152152,"A,E,R"
106,05152307,"C,E,S"
106,05153417,"C,E,I,S"
106,05155105,"C,E,S"
106,05155215,"C,E,I"
106,05155221,"E,C"
106,05155281,"I,C,R"
106,05155282,"C,I"
106,05156103,"I,R"
106,05156201,"A,I,R"
106,05156225,"S,R"
106,05156252,"E,R,I"
106,05335013,"S,A,I"
106,05770003,"C,I,R"
106,06111102,"A,S,C"
106,06111103,"A,I,S"
106,06111104,"S,C,A"
106,06111105,"C,A,E"
106,06111106,"A,R,E"
106,06111107,"A,I,R"
106,06111108,"A,S,R"
106,06111109,"A,C"
106,06111110,"C,E"
106,06111111,"S,E,R"
106,06111112,"A,S,C"
106,06111113,"E,C,S"
106,06111115,"C,I"
106,06111116,"C,E,R,S"
106,06111117,"A,R,S"
106,06111119,"E,C,I"
106,06111120,"E,I,S"
106,06111121,"C,A,E"
106,06111122,"E,R,A"
106,06111123,"E,A,I"
106,06111125,"A,S,I"
106,06111126,"A,C,I"
106,06111127,"C,A"
106,06111128,"A,R,C"
106,06111129,"E,A,S"
106,06111130,"A,C,R,S"
106,06111131,"C,A"
106,06111132,"S,E,I"
106,06111133,"E,S"
106,06111134,"I,S"
106,06111135,"A,I,E"
106,06111138,"A,S"
106,06111139,"A,R"
106,06111140,"A,R,S"
106,06111141,"C,A,R"
106,06111142,"E,A,I"
106,06111143,"A,R,I"
106,06111144,"C,R"
106,06111145,"C,I,R"
106,06111146,"A,E,C"
106,06111147,"A,E,S"
106,06111148,"A,I,E,S"
106,06111149,"C,A,I,S"
106,06111150,"S,A"
106,06111151,"C,E,A,I"
106,06111152,"A,C,R"
106,06111153,"A,I,S"
106,06111154,"A,I,C"
106,06111155,"A,R,I"
106,06111156,"E,A,I"
106,06111157,"A,E,I"
106,06111158,"E,C,S"
106,06111171,"A,S"
106,06111173,"S,A,E"
106,06111174,"C,A,R"
106,06111202,"C,A,I"
106,06111203,"A,E,S"
106,06111204,"S,E"
106,06111205,"A,C,E"
106,06111206,"A,S"
106,06111207,"C,A,I"
106,06111209,"S,A,E,R"
106,06111210,"A,E,R"
106,06111211,"C,A"
106,06111212,"C,S,E"
106,06111213,"A,E"
106,06111214,"C,I,A"
106,06111215,"S,C"
106,06111216,"A,I"
106,06111219,"C,I,R"
106,06111221,"S,C,E"
106,06111222,"A,R"
106,06111224,"S,A,C,I"
106,06111225,"I,C,R"
106,06111226,"A,C"
106,06111227,"E,A,C,S"
106,06111228,"A,R,I"
106,06111229,"C,A,S"
106,06111230,"A,S,E"
106,06111233,"E,S,A"
106,06111234,"A,R,S"
106,06111235,"A,I,S"
106,06111236,"A,R,I"
106,06111237,"A,C,I"
106,06111238,"A,S,E,R"
106,06111239,"C,R,S"
106,06111240,"C,S,E"
106,06111241,"A,E,S"
106,06111242,"E,A,C"
106,06111243,"C,E,R"
106,06111244,"S,E"
106,06111245,"A,R,S"
106,06111246,"A,I"
106,06111247,"A,C,I,S"
106,06111248,"A,S"
106,06111249,"A,E,S"
106,06111250,"A,I,R"
106,06111251,"A,I,R"
106,06111252,"A,S,I"
106,06111253,"S,A,R"
106,06111254,"C,E,R"
106,06111255,A
106,06111256,"I,C,A"
106,06111257,"S,A,E"
106,06111258,"R,A,C"
106,06111301,"I,S,A"
106,06111303,"E,A,S"
106,06111305,"R,A,I"
106,06111306,"E,C,R"
106,06111307,"A,C"
106,06111308,"C,S,A"
106,06111309,"A,C"
106,06111310,"I,A"
106,06111311,"A,R,I"
106,06111312,"A,S"
106,06111313,"S,C,E"
106,06111314,"C,E,A,R"
106,06111315,"A,E,S"
106,06111316,"C,I,S"
106,06111317,"A,C,I"
106,06111318,"A,E,R"
106,06111319,"A,C,I,S"
106,06111320,"C,E"
106,06111321,"A,S,E"
106,06111322,"E,A,R"
106,06111323,"C,A,S"
106,06111325,"A,E,C"
106,06111326,"C,I,R"
106,06111327,"A,E,R"
106,06111328,"S,I,E"
106,06111329,"C,I,R"
106,06111330,"E,A,I"
106,06111332,"I,R,A,S"
106,06111333,"C,A,S"
106,06111334,"S,E"
106,06111335,"A,C"
106,06111336,"A,E,S"
106,06111337,"E,A,I"
106,06111338,"A,R,I"
106,06111339,"S,A,R"
106,06111340,"A,E,S"
106,06111341,"A,R"
106,06111342,"S,A,C"
106,06111343,"S,A,R"
106,06111344,"C,E,I"
106,06111345,"R,A,E,I"
106,06111346,"A,S"
106,06111347,"C,A,E"
106,06111348,"I,S,R"
106,06111349,"S,C"
106,06111350,"A,I"
106,06111351,"C,E,A"
106,06111352,"C,S,I"
106,06111353,"A,I,S"
106,06111354,"A,C,E,R"
106,06111355,"S,A,E"
106,06111356,"C,A"
106,06111357,"A,S,R"
106,06111358,"S,A,C"
106,06111361,"A,E,S"
106,06111371,"S,C,E,I"
106,06111372,"A,S"
106,06111501,"A,C,I"
106,06111601,"E,C,S"
106,06112001,"C,E"
106,06112002,"A,C,R"
106,06112003,"S,E"
106,06112004,"I,A,C,R"
106,06112005,"A,E,S"
106,06112006,"C,E,S"
106,06112007,"C,S,A,R"
106,06112008,"A,S,E"
106,06112010,"I,A,C,R"
106,06112011,"E,A"
106,06112012,"E,S,C,R"
106,06112013,"I,R,S"
106,06112014,"A,E,R"
106,06112016,"S,C,I"
106,06112017,"A,C"
106,06112018,"C,A,S"
106,06112019,"I,R,A"
106,06112020,"E,C,A"
106,06112021,"A,E,R,S"
106,06112022,"R,C"
106,06112023,"S,C,I"
106,06112024,"A,I,R"
106,06112025,"A,E"
106,06112026,"C,E,I"
106,06112027,"C,S"
106,06112029,"S,A,C"
106,06112030,"A,R,E"
106,06112032,"A,R"
106,06112033,"A,I"
106,06112034,"E,C,R"
106,06112035,"S,A,C"
106,06112036,"C,A,R,S"
106,06112037,"A,E,I,R"
106,06112038,"I,R,S"
106,06112039,"A,E,S"
106,06112040,"A,C,S"
106,06112041,"S,A,E,I"
106,06112042,"A,S"
106,06112043,"E,A"
106,06112044,"A,S"
106,06112045,"S,A,E"
106,06112046,"I,S,R"
106,06112047,"S,C,I"
106,06112048,"R,S,A,C"
106,06112049,"E,A,S"
106,06112050,"C,S"
106,06112051,"C,E"
106,06112052,"A,I,R"
106,06112053,"S,E"
106,06112054,"C,S,E,I"
106,06112055,"C,R,S"
106,06112056,"I,R,S"
106,06112059,"S,A,C"
106,06112060,"S,E,C"
106,06112061,"C,A,I,R"
106,06112062,"C,S,E"
106,06112071,"C,I,R"
106,06112072,"C,E,R"
106,06112076,"R,A,C,S"
106,06112077,"A,R"
106,06112078,"C,A,I,R"
106,06113003,"A,S,R"
106,06113004,"A,S,C"
106,06113005,"E,A,S"
106,06113009,"S,E"
106,06113011,"C,I,A"
106,06113013,"I,R,E"
106,06113014,"E,S,C"
